X,Y,label,Var4
-3.9583693,0.39001387,reprogrammed_prog,reprogrammed_prog
-3.7661638,0.3127016,reprogrammed_prog,reprogrammed_prog
-4.258192,0.4187248,failed_prog,reprogrammed_prog
-3.0544064,-1.536367,reprogrammed_prog,reprogrammed_prog
-4.87438,0.8474431,reprogrammed_prog,reprogrammed_prog
-4.4382186,1.2350254,reprogrammed_prog,reprogrammed_prog
-4.483297,0.92301846,reprogrammed_prog,reprogrammed_prog
-3.9637756,0.5320475,reprogrammed_prog,reprogrammed_prog
-4.6624036,0.930051,reprogrammed_prog,reprogrammed_prog
-5.118653,0.9707036,reprogrammed_prog,reprogrammed_prog
-3.8659375,0.6170533,reprogrammed_prog,reprogrammed_prog
-4.1410847,0.19058317,reprogrammed_prog,reprogrammed_prog
-3.4633398,-0.49793234,reprogrammed_prog,reprogrammed_prog
-3.17923,-0.68727845,reprogrammed_prog,reprogrammed_prog
-3.5057485,-0.41570884,reprogrammed_prog,reprogrammed_prog
-4.0098014,0.34529778,reprogrammed_prog,reprogrammed_prog
-4.6269865,0.89260596,reprogrammed_prog,reprogrammed_prog
-4.836036,0.7188723,reprogrammed_prog,failed_prog
-3.2854445,-1.4053801,failed_prog,failed_prog
-3.8023653,-1.9886383,failed_prog,failed_prog
-4.012498,-2.1176038,failed_prog,failed_prog
-2.9012744,-1.3729749,failed_prog,failed_prog
-4.725463,-2.4533665,failed_prog,failed_prog
-4.116715,-2.25188,failed_prog,failed_prog
-4.9785285,-2.291366,failed_prog,failed_prog
-3.992404,-2.300055,failed_prog,failed_prog
-4.3633966,-2.1840577,failed_prog,failed_prog
-4.378197,-2.806154,failed_prog,failed_prog
-4.479102,-2.9548407,failed_prog,failed_prog
-4.798457,-2.1679516,failed_prog,failed_prog
-5.078013,-2.3098054,failed_prog,failed_prog
-3.9930887,-2.0867853,failed_prog,failed_prog
-4.3,-2.0074482,failed_prog,failed_prog
-4.391938,-2.268612,failed_prog,failed_prog
-4.535988,-1.7690437,failed_prog,failed_prog
-4.538552,-2.9485493,failed_prog,failed_prog
-4.605653,-2.4799833,failed_prog,failed_prog
-4.257748,-2.315036,failed_prog,failed_prog
-4.4055977,-2.2208104,failed_prog,failed_prog
-4.2110777,-2.3803022,failed_prog,failed_prog
-3.989062,-2.3569157,failed_prog,failed_prog
-4.5561805,-2.3675148,failed_prog,failed_prog
-4.0237064,-3.0557785,failed_prog,failed_prog
-3.9719594,-2.7074738,failed_prog,failed_prog
-4.551482,-2.8125114,failed_prog,failed_prog
-4.367872,-2.259913,failed_prog,failed_prog
-4.676373,-3.0322864,failed_prog,failed_prog
-4.6693807,-2.997554,failed_prog,failed_prog
-4.889684,-2.4868298,failed_prog,failed_prog
-4.535543,-2.1898847,failed_prog,failed_prog
-4.7491193,-2.6892757,failed_prog,failed_prog
-5.3919697,-2.6011207,failed_prog,failed_prog
-5.080938,-2.8113449,failed_prog,failed_prog
-5.0298715,-1.6849915,failed_prog,failed_prog
-4.6125293,-2.932799,failed_prog,failed_prog
-4.488293,-2.6003797,failed_prog,failed_prog
-4.745397,-2.6908183,failed_prog,failed_prog
-4.657148,-2.4745202,failed_prog,failed_prog
-4.2821755,-2.699055,failed_prog,failed_prog
-4.485552,-2.482554,failed_prog,failed_prog
-5.0363836,-2.7493007,failed_prog,failed_prog
-4.805118,-2.7139866,failed_prog,failed_prog
-4.9449725,-2.6550403,failed_prog,failed_prog
-4.2972565,-2.1590807,failed_prog,failed_prog
-4.049995,-1.8547443,failed_prog,failed_prog
-5.2069964,-2.2897046,failed_prog,failed_prog
-4.0529385,-1.851051,failed_prog,failed_prog
-4.3535976,-2.0628166,failed_prog,failed_prog
-3.9938333,-2.2881427,failed_prog,failed_prog
-3.4402041,-1.5091273,failed_prog,failed_prog
-4.3546095,-1.7328532,reprogrammed_prog,failed_prog
-3.4471395,-1.8308394,failed_prog,failed_prog
-4.327742,-2.890832,failed_prog,failed_prog
-3.8706882,-2.3597646,failed_prog,failed_prog
-3.8455298,-2.1016304,failed_prog,failed_prog
-4.436092,-2.8806365,failed_prog,failed_prog
-4.6345034,-2.8342247,failed_prog,failed_prog
-4.2072873,-2.587953,failed_prog,failed_prog
-4.7058144,-2.1604192,failed_prog,failed_prog
-4.4102373,-2.5725465,failed_prog,failed_prog
-4.747604,-2.1790898,failed_prog,failed_prog
-4.1408296,-2.5310256,failed_prog,failed_prog
-3.9290318,-2.0634997,failed_prog,failed_prog
-4.6060014,-1.8815589,failed_prog,failed_prog
-4.2341094,-2.2565188,failed_prog,failed_prog
-4.6118884,-2.608475,failed_prog,failed_prog
-4.499161,-2.4960108,failed_prog,failed_prog
-4.592073,-2.7604878,failed_prog,failed_prog
-4.522562,-2.5777373,failed_prog,failed_prog
-4.510081,-2.947419,failed_prog,failed_prog
-4.604588,-2.6809952,failed_prog,failed_prog
-4.6071067,-2.4355114,failed_prog,failed_prog
-4.0481815,-2.245393,failed_prog,failed_prog
-3.8495872,-1.8115838,failed_prog,failed_prog
-4.2299433,-2.4855614,failed_prog,failed_prog
-4.7701583,-2.7783601,failed_prog,failed_prog
-4.218122,-2.7107913,failed_prog,failed_prog
-4.373292,-2.3111405,failed_prog,failed_prog
-3.8687365,-1.746266,failed_prog,failed_prog
-4.5665913,-2.662112,failed_prog,failed_prog
-4.658489,-2.0439231,failed_prog,failed_prog
-3.2884953,-1.5153134,failed_prog,failed_prog
-4.1096473,-1.6221586,failed_prog,failed_prog
-3.6765325,-1.605155,failed_prog,failed_prog
-4.084559,-2.4041324,failed_prog,failed_prog
-3.693887,-1.4883729,failed_prog,failed_prog
-4.057918,-2.3425703,failed_prog,failed_prog
-4.6443057,-2.6806622,failed_prog,failed_prog
-4.7988567,-3.0245583,failed_prog,failed_prog
-4.2127123,-2.2944083,failed_prog,failed_prog
-4.0450153,-2.2057345,failed_prog,failed_prog
-5.250063,-2.0700867,failed_prog,failed_prog
-5.14947,-3.1960194,failed_prog,failed_prog
-4.181984,-2.6894574,failed_prog,failed_prog
-4.7016215,-3.0679505,failed_prog,failed_prog
-4.89669,-2.5335085,failed_prog,failed_prog
-5.540728,-2.4443078,failed_prog,failed_prog
-4.154594,-3.1724565,failed_prog,failed_prog
-4.7155724,-3.0993624,failed_prog,failed_prog
-5.083213,-2.413952,failed_prog,failed_prog
-5.185018,-2.8314648,failed_prog,failed_prog
-4.0332737,-3.4133387,failed_prog,failed_prog
-4.238884,-2.7876368,failed_prog,failed_prog
-4.414777,-3.1586618,failed_prog,failed_prog
-4.3211236,-2.0408351,failed_prog,failed_prog
-5.063185,-2.098801,failed_prog,failed_prog
-5.368074,-2.6210675,failed_prog,failed_prog
-4.9486756,-3.4914296,failed_prog,failed_prog
-4.4084373,-3.0225077,failed_prog,failed_prog
-4.8802824,-3.3877456,failed_prog,failed_prog
-4.830159,-2.2267134,failed_prog,failed_prog
-4.160994,-2.3321254,failed_prog,failed_prog
-5.091576,-3.3667712,failed_prog,failed_prog
